module,metadata,type,stat,p,q,n_samples,n_groups,note
6,ca,numeric,0.8982196964349441,0.002438796796382353,0.01707157757467647,8,,
1,cr,numeric,0.9132233209773138,0.001529138242959905,0.010703967700719335,8,,
1,co,numeric,0.8539125638299666,0.006965288319480641,0.04875701823636449,8,,
6,as,numeric,0.8728715609439694,0.004659214943993945,0.03261450460795762,8,,
0,rain_mmh2o,numeric,-0.8838515090524254,0.003583935157437071,0.0250875461020595,8,,
