module,metadata,type,stat,p,q,n_samples,n_groups,note
2,si,numeric,-0.5367450401216933,0.17018920126883436,0.2382648817763681,8,,
3,si,numeric,0.8539125638299666,0.006965288319480641,0.024378509118182245,8,,
4,si,numeric,0.6831300510639733,0.06183472987214336,0.14428103636833453,8,,
5,si,numeric,0.3903600291794133,0.3390301832455655,0.3955352137864931,8,,
6,si,numeric,0.8539125638299666,0.006965288319480641,0.024378509118182245,8,,
0,k,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
1,k,numeric,0.41239304942116123,0.30995873550624103,0.8460525238666443,8,,
2,k,numeric,-0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
3,k,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
4,k,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
5,k,numeric,-0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
6,k,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
0,ca,numeric,-0.08383383833392813,0.8435464923328297,0.932691474909088,8,,
1,ca,numeric,0.19162020190612142,0.6494102011224532,0.9091742815714344,8,,
2,ca,numeric,-0.45509797952703834,0.25719208545877226,0.6335055694860074,8,,
3,ca,numeric,0.4431217169079058,0.2715023869225746,0.6335055694860074,8,,
4,ca,numeric,0.3592878785739777,0.3820646773649864,0.6686131853887263,8,,
5,ca,numeric,0.03592878785739777,0.932691474909088,0.932691474909088,8,,
6,ca,numeric,0.5389318178609664,0.16811803527951477,0.6335055694860074,8,,
0,ti,numeric,0.6341828617898013,0.09126460848140389,0.20795645434863577,8,,
1,ti,numeric,0.3424587453664927,0.4063271120918799,0.47404829744052657,8,,
2,ti,numeric,-0.5961318900824132,0.11883225962779186,0.20795645434863577,8,,
3,ti,numeric,0.8751723492699258,0.004418764327686459,0.030931350293805216,8,,
4,ti,numeric,0.5453972611392292,0.16207466589728678,0.2269045322562015,8,,
5,ti,numeric,0.22830583024432846,0.5865691033275254,0.5865691033275254,8,,
6,ti,numeric,0.7863867486193535,0.020631016245937942,0.0722085568607828,8,,
0,v,numeric,0.6099375455928333,0.1083500627686081,0.1896126098450642,8,,
1,v,numeric,0.29277002188455997,0.48161781431215467,0.48161781431215467,8,,
2,v,numeric,-0.5367450401216933,0.17018920126883436,0.2382648817763681,8,,
3,v,numeric,0.8539125638299666,0.006965288319480641,0.024378509118182245,8,,
4,v,numeric,0.6831300510639733,0.06183472987214336,0.14428103636833453,8,,
5,v,numeric,0.3903600291794133,0.3390301832455655,0.3955352137864931,8,,
6,v,numeric,0.8539125638299666,0.006965288319480641,0.024378509118182245,8,,
0,cr,numeric,0.32977508813069667,0.425038591050081,0.4958783562250945,8,,
1,cr,numeric,0.11415291512216423,0.7878154076052024,0.7878154076052024,8,,
2,cr,numeric,-0.6722338334971893,0.067808887475093,0.0949324424651302,8,,
3,cr,numeric,0.7356521196761695,0.03750954117949253,0.06564169706411194,8,,
4,cr,numeric,0.9132233209773138,0.001529138242959905,0.010703967700719335,8,,
5,cr,numeric,0.7356521196761695,0.03750954117949253,0.06564169706411194,8,,
6,cr,numeric,0.8878560065057219,0.0032359806436668887,0.011325932252834112,8,,
0,mn,numeric,0.2790404591875126,0.5033235938564057,0.58721085949914,8,,
1,mn,numeric,0.038050971707388075,0.9287232645178359,0.9287232645178359,8,,
2,mn,numeric,-0.6976011479687815,0.05440135204141052,0.09520236607246842,8,,
3,mn,numeric,0.7863867486193535,0.020631016245937942,0.048139037907188535,8,,
4,mn,numeric,0.8117540630909458,0.014411077086880473,0.048139037907188535,8,,
5,mn,numeric,0.5834482328466173,0.12894663049115668,0.18052528268761933,8,,
6,mn,numeric,0.938590635448906,0.0005526162917581612,0.003868314042307128,8,,
0,fe,numeric,0.43915503282683993,0.2763268401337456,0.3868575761872438,8,,
1,fe,numeric,0.09759000729485333,0.818177202735276,0.818177202735276,8,,
2,fe,numeric,-0.43915503282683993,0.2763268401337456,0.3868575761872438,8,,
3,fe,numeric,0.7807200583588266,0.022214514665634247,0.07775080132971987,8,,
4,fe,numeric,0.5611425419454066,0.14786012226893985,0.3450069519608597,8,,
5,fe,numeric,0.26837252006084666,0.5204409776823383,0.6071811406293948,8,,
6,fe,numeric,0.8539125638299666,0.006965288319480641,0.04875701823636449,8,,
0,co,numeric,0.51234753829798,0.1942234213599954,0.22659399158666133,8,,
1,co,numeric,0.2439750182371333,0.560375584963329,0.560375584963329,8,,
2,co,numeric,-0.5855400437691199,0.1272465898637207,0.22268153226151124,8,,
3,co,numeric,0.8295150620062534,0.010857954728721145,0.037110645347209925,8,,
4,co,numeric,0.80511756018254,0.015904562291661397,0.037110645347209925,8,,
5,co,numeric,0.5367450401216933,0.17018920126883436,0.22659399158666133,8,,
6,co,numeric,0.9027075674773933,0.0021376469091086937,0.014963528363760857,8,,
0,ni,numeric,0.17145691375685118,0.6847632211213339,0.6847632211213339,8,,
1,ni,numeric,0.17145691375685118,0.6847632211213339,0.6847632211213339,8,,
2,ni,numeric,-0.17145691375685118,0.6847632211213339,0.6847632211213339,8,,
3,ni,numeric,0.17145691375685118,0.6847632211213339,0.6847632211213339,8,,
4,ni,numeric,0.7325886315065459,0.03873063222381196,0.13555721278334187,8,,
5,ni,numeric,0.7637626158259734,0.027396043909112048,0.13555721278334187,8,,
6,ni,numeric,0.34291382751370236,0.405662473506009,0.6847632211213339,8,,
0,cu,numeric,0.627376434428478,0.09589144448932298,0.6583664369178887,8,,
1,cu,numeric,0.40915854419248576,0.31414942752218256,0.6583664369178887,8,,
2,cu,numeric,0.027277236279499045,0.9488805457664998,0.9488805457664998,8,,
3,cu,numeric,0.3000495990744895,0.47026174065563475,0.6583664369178887,8,,
4,cu,numeric,0.40915854419248576,0.31414942752218256,0.6583664369178887,8,,
5,cu,numeric,0.3546040716334876,0.3887514877079521,0.6583664369178887,8,,
6,cu,numeric,0.21821789023599236,0.6036450565101363,0.7042525659284924,8,,
0,zn,numeric,0.06234796863885497,0.8834001596750212,0.8834001596750212,8,,
1,zn,numeric,-0.15586992159713742,0.7124430540586771,0.8834001596750212,8,,
2,zn,numeric,0.5923057020691221,0.12183451362769832,0.8528415953938883,8,,
3,zn,numeric,-0.2649788667151336,0.5259312138221715,0.8834001596750212,8,,
4,zn,numeric,0.07793496079856871,0.8544625776862839,0.8834001596750212,8,,
5,zn,numeric,0.21821789023599242,0.6036450565101361,0.8834001596750212,8,,
6,zn,numeric,-0.09352195295828246,0.8256661256676389,0.8834001596750212,8,,
0,as,numeric,0.3546040716334876,0.3887514877079521,0.45354340232594414,8,,
1,as,numeric,0.10910894511799618,0.7970385741881917,0.7970385741881917,8,,
2,as,numeric,-0.7637626158259734,0.027396043909112048,0.06392410245459479,8,,
3,as,numeric,0.8455943246644705,0.008170171744914209,0.028595601107199733,8,,
4,as,numeric,0.627376434428478,0.09589144448932298,0.1678100278563152,8,,
5,as,numeric,0.3546040716334876,0.3887514877079521,0.45354340232594414,8,,
6,as,numeric,0.8728715609439694,0.004659214943993945,0.028595601107199733,8,,
0,se,numeric,-0.10910894511799618,0.7970385741881917,0.7970385741881917,8,,
1,se,numeric,-0.16366341767699427,0.6985668596641241,0.7970385741881917,8,,
2,se,numeric,-0.21821789023599236,0.6036450565101363,0.7970385741881917,8,,
3,se,numeric,0.3546040716334876,0.3887514877079521,0.7970385741881917,8,,
4,se,numeric,0.4364357804719847,0.2796582909046579,0.7970385741881917,8,,
5,se,numeric,0.2454951265154914,0.5578565851821256,0.7970385741881917,8,,
6,se,numeric,0.627376434428478,0.09589144448932298,0.6712401114252609,8,,
0,mo,numeric,0.627376434428478,0.09589144448932298,0.6583664369178887,8,,
1,mo,numeric,0.40915854419248576,0.31414942752218256,0.6583664369178887,8,,
2,mo,numeric,0.027277236279499045,0.9488805457664998,0.9488805457664998,8,,
3,mo,numeric,0.3000495990744895,0.47026174065563475,0.6583664369178887,8,,
4,mo,numeric,0.40915854419248576,0.31414942752218256,0.6583664369178887,8,,
5,mo,numeric,0.3546040716334876,0.3887514877079521,0.6583664369178887,8,,
6,mo,numeric,0.21821789023599236,0.6036450565101363,0.7042525659284924,8,,
0,ag,numeric,0.16366341767699427,0.6985668596641241,0.8472491451028784,8,,
1,ag,numeric,-0.21821789023599236,0.6036450565101363,0.8472491451028784,8,,
2,ag,numeric,0.32732683535398854,0.4286915072353138,0.8472491451028784,8,,
3,ag,numeric,-0.19094065395649334,0.6505928212526486,0.8472491451028784,8,,
4,ag,numeric,0.08183170883849714,0.8472491451028784,0.8472491451028784,8,,
5,ag,numeric,0.32732683535398854,0.4286915072353138,0.8472491451028784,8,,
6,ag,numeric,-0.10910894511799618,0.7970385741881917,0.8472491451028784,8,,
0,cd,numeric,0.3273268353539886,0.4286915072353134,0.4286915072353134,8,,
1,cd,numeric,0.3273268353539886,0.4286915072353134,0.4286915072353134,8,,
2,cd,numeric,-0.3273268353539886,0.4286915072353134,0.4286915072353134,8,,
3,cd,numeric,0.3273268353539886,0.4286915072353134,0.4286915072353134,8,,
4,cd,numeric,0.7637626158259734,0.027396043909112048,0.13555721278334187,8,,
5,cd,numeric,0.7325886315065459,0.03873063222381196,0.13555721278334187,8,,
6,cd,numeric,0.4052617961525573,0.319233622794637,0.4286915072353134,8,,
0,sb,numeric,0.5773502691896257,0.13397459621556135,0.18756443470178588,8,,
1,sb,numeric,0.5773502691896257,0.13397459621556135,0.18756443470178588,8,,
2,sb,numeric,-0.5773502691896257,0.13397459621556135,0.18756443470178588,8,,
3,sb,numeric,0.5773502691896257,0.13397459621556135,0.18756443470178588,8,,
4,sb,numeric,0.5773502691896257,0.13397459621556135,0.18756443470178588,8,,
5,sb,numeric,0.41239304942116123,0.30995873550624103,0.30995873550624103,8,,
6,sb,numeric,0.41239304942116123,0.30995873550624103,0.30995873550624103,8,,
0,ba,numeric,0.51234753829798,0.1942234213599954,0.5706872339463682,8,,
1,ba,numeric,0.09759000729485333,0.818177202735276,0.818177202735276,8,,
2,ba,numeric,0.14638501094227999,0.7294239249593866,0.818177202735276,8,,
3,ba,numeric,0.34156502553198664,0.4076337385331202,0.5706872339463682,8,,
4,ba,numeric,0.4147575310031267,0.30691224847369586,0.5706872339463682,8,,
5,ba,numeric,0.34156502553198664,0.4076337385331202,0.5706872339463682,8,,
6,ba,numeric,0.4147575310031267,0.30691224847369586,0.5706872339463682,8,,
0,hg,numeric,0.10146925788636822,0.8110470184171032,0.9287232645178359,8,,
1,hg,numeric,0.038050971707388075,0.9287232645178359,0.9287232645178359,8,,
2,hg,numeric,-0.44392800325286097,0.2705268794133125,0.40050199492157185,8,,
3,hg,numeric,0.5834482328466173,0.12894663049115668,0.30087547114603225,8,,
4,hg,numeric,0.6849174907329854,0.06088579096670362,0.2131002683834627,8,,
5,hg,numeric,0.43124434601706485,0.28607285351540845,0.40050199492157185,8,,
6,hg,numeric,0.8117540630909458,0.014411077086880473,0.10087753960816331,8,,
0,pb,numeric,0.3273268353539886,0.4286915072353134,0.4286915072353134,8,,
1,pb,numeric,0.3273268353539886,0.4286915072353134,0.4286915072353134,8,,
2,pb,numeric,-0.3273268353539886,0.4286915072353134,0.4286915072353134,8,,
3,pb,numeric,0.3273268353539886,0.4286915072353134,0.4286915072353134,8,,
4,pb,numeric,0.7637626158259734,0.027396043909112048,0.13555721278334187,8,,
5,pb,numeric,0.7325886315065459,0.03873063222381196,0.13555721278334187,8,,
6,pb,numeric,0.4052617961525573,0.319233622794637,0.4286915072353134,8,,
0,nitratos,numeric,0.4520227726316985,0.26082977570213617,0.30430140498582553,8,,
1,nitratos,numeric,0.7325886315065459,0.03873063222381196,0.27111442556668375,8,,
2,nitratos,numeric,-0.4520227726316985,0.26082977570213617,0.30430140498582553,8,,
3,nitratos,numeric,0.5923057020691221,0.12183451362769832,0.30430140498582553,8,,
4,nitratos,numeric,0.4520227726316985,0.26082977570213617,0.30430140498582553,8,,
5,nitratos,numeric,0.06234796863885497,0.8834001596750212,0.8834001596750212,8,,
6,nitratos,numeric,0.48319675695112596,0.2251489167976355,0.30430140498582553,8,,
0,oc,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
1,oc,numeric,0.41239304942116123,0.30995873550624103,0.8460525238666443,8,,
2,oc,numeric,-0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
3,oc,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
4,oc,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
5,oc,numeric,-0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
6,oc,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
0,oc2,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
1,oc2,numeric,0.41239304942116123,0.30995873550624103,0.8460525238666443,8,,
2,oc2,numeric,-0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
3,oc2,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
4,oc2,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
5,oc2,numeric,-0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
6,oc2,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
0,oc3,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
1,oc3,numeric,0.41239304942116123,0.30995873550624103,0.8460525238666443,8,,
2,oc3,numeric,-0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
3,oc3,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
4,oc3,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
5,oc3,numeric,-0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
6,oc3,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
0,oc4,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
1,oc4,numeric,0.41239304942116123,0.30995873550624103,0.8460525238666443,8,,
2,oc4,numeric,-0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
3,oc4,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
4,oc4,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
5,oc4,numeric,-0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
6,oc4,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
0,oc5,numeric,0.3000495990744895,0.47026174065563475,0.6508326827124798,8,,
1,oc5,numeric,0.2454951265154914,0.5578565851821256,0.6508326827124798,8,,
2,oc5,numeric,-0.627376434428478,0.09589144448932298,0.2237467038084203,8,,
3,oc5,numeric,0.7637626158259734,0.027396043909112048,0.09588615368189217,8,,
4,oc5,numeric,0.5182674893104819,0.18823582443588813,0.3294126927628042,8,,
5,oc5,numeric,0.16366341767699427,0.6985668596641241,0.6985668596641241,8,,
6,oc5,numeric,0.7910398521054723,0.019384840544571194,0.09588615368189217,8,,
0,cpyrol,numeric,-0.10910894511799618,0.7970385741881917,0.7970385741881917,8,,
1,cpyrol,numeric,-0.16366341767699427,0.6985668596641241,0.7970385741881917,8,,
2,cpyrol,numeric,-0.21821789023599236,0.6036450565101363,0.7970385741881917,8,,
3,cpyrol,numeric,0.3546040716334876,0.3887514877079521,0.7970385741881917,8,,
4,cpyrol,numeric,0.4364357804719847,0.2796582909046579,0.7970385741881917,8,,
5,cpyrol,numeric,0.2454951265154914,0.5578565851821256,0.7970385741881917,8,,
6,cpyrol,numeric,0.627376434428478,0.09589144448932298,0.6712401114252609,8,,
0,ec1,numeric,0.06234796863885497,0.8834001596750212,0.8834001596750212,8,,
1,ec1,numeric,-0.15586992159713742,0.7124430540586771,0.8834001596750212,8,,
2,ec1,numeric,0.5923057020691221,0.12183451362769832,0.8528415953938883,8,,
3,ec1,numeric,-0.2649788667151336,0.5259312138221715,0.8834001596750212,8,,
4,ec1,numeric,0.07793496079856871,0.8544625776862839,0.8834001596750212,8,,
5,ec1,numeric,0.21821789023599242,0.6036450565101361,0.8834001596750212,8,,
6,ec1,numeric,-0.09352195295828246,0.8256661256676389,0.8834001596750212,8,,
0,ec3,numeric,0.3000495990744895,0.47026174065563475,0.6508326827124798,8,,
1,ec3,numeric,0.2454951265154914,0.5578565851821256,0.6508326827124798,8,,
2,ec3,numeric,-0.627376434428478,0.09589144448932298,0.2237467038084203,8,,
3,ec3,numeric,0.7637626158259734,0.027396043909112048,0.09588615368189217,8,,
4,ec3,numeric,0.5182674893104819,0.18823582443588813,0.3294126927628042,8,,
5,ec3,numeric,0.16366341767699427,0.6985668596641241,0.6985668596641241,8,,
6,ec3,numeric,0.7910398521054723,0.019384840544571194,0.09588615368189217,8,,
0,ec4,numeric,0.3000495990744895,0.47026174065563475,0.6508326827124798,8,,
1,ec4,numeric,0.2454951265154914,0.5578565851821256,0.6508326827124798,8,,
2,ec4,numeric,-0.627376434428478,0.09589144448932298,0.2237467038084203,8,,
3,ec4,numeric,0.7637626158259734,0.027396043909112048,0.09588615368189217,8,,
4,ec4,numeric,0.5182674893104819,0.18823582443588813,0.3294126927628042,8,,
5,ec4,numeric,0.16366341767699427,0.6985668596641241,0.6985668596641241,8,,
6,ec4,numeric,0.7910398521054723,0.019384840544571194,0.09588615368189217,8,,
0,c_total,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
1,c_total,numeric,0.41239304942116123,0.30995873550624103,0.8460525238666443,8,,
2,c_total,numeric,-0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
3,c_total,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
4,c_total,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
5,c_total,numeric,-0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
6,c_total,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
0,soc,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
1,soc,numeric,0.41239304942116123,0.30995873550624103,0.8460525238666443,8,,
2,soc,numeric,-0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
3,soc,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
4,soc,numeric,0.08247860988423225,0.8460525238666443,0.8460525238666443,8,,
5,soc,numeric,-0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
6,soc,numeric,0.24743582965269675,0.554646423221937,0.8460525238666443,8,,
0,oc_ec,numeric,-0.3855701541695039,0.34551105853655584,0.9774101852887366,8,,
1,oc_ec,numeric,0.20483414440254896,0.6265435481779082,0.9774101852887366,8,,
2,oc_ec,numeric,-0.012049067317796997,0.9774101852887366,0.9774101852887366,8,,
3,oc_ec,numeric,-0.08434347122457898,0.842604396293089,0.9774101852887366,8,,
4,oc_ec,numeric,-0.277128548309331,0.5063754253085382,0.9774101852887366,8,,
5,oc_ec,numeric,-0.530158961983068,0.17650983011655583,0.9774101852887366,8,,
6,oc_ec,numeric,-0.09639253854237598,0.8203804112381492,0.9774101852887366,8,,
0,v_ni,numeric,0.43643578047198484,0.2796582909046579,0.3262680060554342,8,,
1,v_ni,numeric,0.10910894511799621,0.7970385741881917,0.7970385741881917,8,,
2,v_ni,numeric,-0.7637626158259734,0.027396043909112048,0.09037147518889459,8,,
3,v_ni,numeric,0.7637626158259734,0.027396043909112048,0.09037147518889459,8,,
4,v_ni,numeric,0.6546536707079772,0.07814074941121575,0.13674631146962757,8,,
5,v_ni,numeric,0.5143707412705535,0.1921659122711766,0.26903227717964723,8,,
6,v_ni,numeric,0.7325886315065459,0.03873063222381196,0.09037147518889459,8,,
0,temp_out_c,numeric,0.13173888881045848,0.7558326362593347,0.8879906501125185,8,,
1,temp_out_c,numeric,-0.5509080804800991,0.15701842199789115,0.8879906501125185,8,,
2,temp_out_c,numeric,0.19162020190612142,0.6494102011224532,0.8879906501125185,8,,
3,temp_out_c,numeric,-0.1077863635721933,0.7994604266184202,0.8879906501125185,8,,
4,temp_out_c,numeric,-0.2395252523826518,0.5677721522592929,0.8879906501125185,8,,
5,temp_out_c,numeric,0.05988131309566295,0.8879906501125185,0.8879906501125185,8,,
6,temp_out_c,numeric,-0.13173888881045848,0.7558326362593347,0.8879906501125185,8,,
0,out_hum_rh,numeric,-0.5628843430992317,0.1463315326055504,0.8067095769211919,8,,
1,out_hum_rh,numeric,0.2395252523826518,0.5677721522592929,0.8067095769211919,8,,
2,out_hum_rh,numeric,0.16766767666785626,0.691465351646736,0.8067095769211919,8,,
3,out_hum_rh,numeric,-0.3233590907165799,0.4346394485508573,0.8067095769211919,8,,
4,out_hum_rh,numeric,-0.07185757571479554,0.8657301238340008,0.8657301238340008,8,,
5,out_hum_rh,numeric,-0.2515015150017844,0.5479426035598269,0.8067095769211919,8,,
6,out_hum_rh,numeric,-0.17964393928698885,0.6703442772469387,0.8067095769211919,8,,
0,wind_speed_m_s,numeric,0.730552019767088,0.039555627904297515,0.2768893953300826,8,,
1,wind_speed_m_s,numeric,0.047905050476530354,0.9103153570041667,0.9103153570041667,8,,
2,wind_speed_m_s,numeric,-0.1197626261913259,0.7775830437712571,0.9071802177331333,8,,
3,wind_speed_m_s,numeric,0.3952166664313755,0.33251710793382766,0.9071802177331333,8,,
4,wind_speed_m_s,numeric,0.16766767666785626,0.691465351646736,0.9071802177331333,8,,
5,wind_speed_m_s,numeric,0.2515015150017844,0.5479426035598269,0.9071802177331333,8,,
6,wind_speed_m_s,numeric,0.203596464525254,0.6286746732890387,0.9071802177331333,8,,
0,wind_dir,numeric,0.13173888881045848,0.7558326362593347,0.8818047423025572,8,,
1,wind_dir,numeric,-0.4790505047653036,0.22974054535741797,0.8229823903015143,8,,
2,wind_dir,numeric,0.407192929050508,0.31670918491612826,0.8229823903015143,8,,
3,wind_dir,numeric,-0.22754898976351917,0.5878445645010817,0.8229823903015143,8,,
4,wind_dir,numeric,-0.26347777762091695,0.5283664705769091,0.8229823903015143,8,,
5,wind_dir,numeric,0.03592878785739777,0.932691474909088,0.932691474909088,8,,
6,wind_dir,numeric,-0.22754898976351917,0.5878445645010817,0.8229823903015143,8,,
0,bar_mmhg,numeric,-0.6826469692905576,0.06209269238231715,0.43464884667622006,8,,
1,bar_mmhg,numeric,0.0,1.0,1.0,8,,
2,bar_mmhg,numeric,0.07185757571479554,0.8657301238340008,1.0,8,,
3,bar_mmhg,numeric,-0.34731161595484505,0.3992638742032819,0.7671196449837577,8,,
4,bar_mmhg,numeric,-0.26347777762091695,0.5283664705769091,0.7671196449837577,8,,
5,bar_mmhg,numeric,-0.37126414119311024,0.3652020580197782,0.7671196449837577,8,,
6,bar_mmhg,numeric,-0.2515015150017844,0.5479426035598269,0.7671196449837577,8,,
0,rain_mmh2o,numeric,-0.7979215012278841,0.01762975126971794,0.12340825888802559,8,,
1,rain_mmh2o,numeric,-0.5646829085612719,0.1447623093054763,0.2922283432812696,8,,
2,rain_mmh2o,numeric,0.5401314777542601,0.16698762473215406,0.2922283432812696,8,,
3,rain_mmh2o,numeric,-0.7242672088068488,0.04216846779740496,0.14758963729091737,8,,
4,rain_mmh2o,numeric,-0.19641144645609454,0.6410902415841975,0.7479386151815638,8,,
5,rain_mmh2o,numeric,0.06137857701752955,0.885203883089007,0.885203883089007,8,,
6,rain_mmh2o,numeric,-0.40509860831569505,0.31944738155930413,0.44722633418302576,8,,
0,solar_rad_w_m2,numeric,-0.2515015150017844,0.5479426035598269,0.932691474909088,8,,
1,solar_rad_w_m2,numeric,-0.7185757571479554,0.04462261002441919,0.3123582701709343,8,,
2,solar_rad_w_m2,numeric,0.3592878785739777,0.3820646773649864,0.932691474909088,8,,
